extended_country_name,extended_gwn,code,value,country_name,startdate,enddate,group,panel,GW_membership,cow_membership,polity_membership,extended_continent,extended_region,lat,lon,panel_abbreviation,regex,countrycode_regex
Latvia,NA,iso4217n,978,Latvia,1918-01-01,1940-12-31,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,latvia,latvia
Latvia,NA,iso4217n,978,Latvia,1990-01-01,NA,2,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,latvia,latvia
Latvia,NA,p4c,LAT,Latvia,1920-01-01,1940-12-31,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,latvia,latvia
Latvia,NA,p4c,LAT,Latvia,1991-01-01,NA,2,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,latvia,latvia
Latvia,NA,p4n,367,Latvia,1920-01-01,1940-12-31,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,latvia,latvia
Latvia,NA,p4n,367,Latvia,1991-01-01,NA,2,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,latvia,latvia
Latvia,NA,p5c,LAT,Latvia,1920-01-01,1940-12-31,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,latvia,latvia
Latvia,NA,p5c,LAT,Latvia,1991-01-01,NA,2,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,latvia,latvia
Latvia,NA,p5n,367,Latvia,1920-01-01,1940-12-31,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,latvia,latvia
Latvia,NA,p5n,367,Latvia,1991-01-01,NA,2,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,latvia,latvia
Latvia,NA,region,Europe & Central Asia,Latvia,1918-01-01,1940-12-31,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,latvia,latvia
Latvia,NA,region,Europe & Central Asia,Latvia,1990-01-01,NA,2,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,latvia,latvia
Latvia,NA,region23,Northern Europe,Latvia,1918-01-01,1940-12-31,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,latvia,latvia
Latvia,NA,region23,Northern Europe,Latvia,1990-01-01,NA,2,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,latvia,latvia
Latvia,NA,un,428,Latvia,1918-01-01,1940-12-31,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,latvia,latvia
Latvia,NA,un,428,Latvia,1990-01-01,NA,2,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,latvia,latvia
Latvia,NA,un_region_code,150,Latvia,1918-01-01,1940-12-31,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,latvia,latvia
Latvia,NA,un_region_code,150,Latvia,1990-01-01,NA,2,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,latvia,latvia
Latvia,NA,un_regionsub_code,154,Latvia,1918-01-01,1940-12-31,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,latvia,latvia
Latvia,NA,un_regionsub_code,154,Latvia,1990-01-01,NA,2,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,latvia,latvia
Latvia,NA,unhcr,LVA,Latvia,1918-01-01,1940-12-31,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,latvia,latvia
Latvia,NA,unhcr,LVA,Latvia,1990-01-01,NA,2,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,latvia,latvia
Latvia,NA,unhcr_region,Europe,Latvia,1918-01-01,1940-12-31,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,latvia,latvia
Latvia,NA,unhcr_region,Europe,Latvia,1990-01-01,NA,2,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,latvia,latvia
Latvia,NA,unicode_symbol,🇱🇻,Latvia,1918-01-01,1940-12-31,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,latvia,latvia
Latvia,NA,unicode_symbol,🇱🇻,Latvia,1990-01-01,NA,2,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,latvia,latvia
Latvia,NA,unpd,428,Latvia,1918-01-01,1940-12-31,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,latvia,latvia
Latvia,NA,unpd,428,Latvia,1990-01-01,NA,2,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,latvia,latvia
Latvia,NA,vdem,84,Latvia,1920-01-01,1939-12-31,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,latvia,latvia
Latvia,NA,vdem,84,Latvia,1990-01-01,NA,2,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,latvia,latvia
Latvia,NA,wb,LVA,Latvia,1918-01-01,1940-12-31,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,latvia,latvia
Latvia,NA,wb,LVA,Latvia,1990-01-01,NA,2,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,latvia,latvia
Latvia,NA,wb_api2c,LV,Latvia,1918-01-01,1940-12-31,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,latvia,latvia
Latvia,NA,wb_api2c,LV,Latvia,1990-01-01,NA,2,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,latvia,latvia
Latvia,NA,wb_api3c,LVA,Latvia,1918-01-01,1940-12-31,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,latvia,latvia
Latvia,NA,wb_api3c,LVA,Latvia,1990-01-01,NA,2,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,latvia,latvia
Latvia,NA,wvs,428,Latvia,1918-01-01,1940-12-31,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,latvia,latvia
Latvia,NA,wvs,428,Latvia,1990-01-01,NA,2,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,latvia,latvia
Lebanon,NA,icao_region,MID,Lebanon,1918-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,lebanon,lebanon
Lebanon,NA,imf,446,Lebanon,1918-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,lebanon,lebanon
Lebanon,NA,ioc,LBN,Lebanon,1918-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,lebanon,lebanon
Lebanon,NA,iso2c,LB,Lebanon,1918-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,lebanon,lebanon
Lebanon,NA,iso3c,LBN,Lebanon,1918-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,lebanon,lebanon
Lebanon,NA,iso3n,422,Lebanon,1918-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,lebanon,lebanon
Lebanon,NA,iso4217c,LBP,Lebanon,1918-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,lebanon,lebanon
Lebanon,NA,iso4217n,422,Lebanon,1918-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,lebanon,lebanon
Lebanon,NA,p4c,LEB,Lebanon,1943-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,lebanon,lebanon
Lebanon,NA,p4n,660,Lebanon,1943-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,lebanon,lebanon
Lebanon,NA,p5c,LEB,Lebanon,1943-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,lebanon,lebanon
Lebanon,NA,p5n,660,Lebanon,1943-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,lebanon,lebanon
Lebanon,NA,region,Middle East & North Africa,Lebanon,1918-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,lebanon,lebanon
Lebanon,NA,region23,Western Asia,Lebanon,1918-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,lebanon,lebanon
Lebanon,NA,un,422,Lebanon,1918-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,lebanon,lebanon
Lebanon,NA,un_region_code,142,Lebanon,1918-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,lebanon,lebanon
Lebanon,NA,un_regionsub_code,145,Lebanon,1918-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,lebanon,lebanon
Lebanon,NA,unhcr,LEB,Lebanon,1918-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,lebanon,lebanon
Lebanon,NA,unhcr_region,Middle East and North Africa,Lebanon,1918-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,lebanon,lebanon
Lebanon,NA,unicode_symbol,🇱🇧,Lebanon,1918-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,lebanon,lebanon
Lebanon,NA,unpd,422,Lebanon,1918-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,lebanon,lebanon
Lebanon,NA,vdem,44,Lebanon,1918-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,lebanon,lebanon
Lebanon,NA,wb,LBN,Lebanon,1918-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,lebanon,lebanon
Lebanon,NA,wb_api2c,LB,Lebanon,1918-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,lebanon,lebanon
Lebanon,NA,wb_api3c,LBN,Lebanon,1918-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,lebanon,lebanon
Lebanon,NA,wvs,422,Lebanon,1918-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,lebanon,lebanon
Lesotho,NA,icao_region,AFI,Lesotho,1900-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,lesotho|basuto,lesotho|basuto
Lesotho,NA,imf,666,Lesotho,1900-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,lesotho|basuto,lesotho|basuto
Lesotho,NA,ioc,LES,Lesotho,1900-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,lesotho|basuto,lesotho|basuto
Lesotho,NA,iso2c,LS,Lesotho,1900-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,lesotho|basuto,lesotho|basuto
Lesotho,NA,iso3c,LSO,Lesotho,1900-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,lesotho|basuto,lesotho|basuto
Lesotho,NA,iso3n,426,Lesotho,1900-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,lesotho|basuto,lesotho|basuto
Lesotho,NA,iso4217c,LSL,Lesotho,1900-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,lesotho|basuto,lesotho|basuto
Lesotho,NA,iso4217n,426,Lesotho,1900-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,lesotho|basuto,lesotho|basuto
Lesotho,NA,p4c,LES,Lesotho,1966-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,lesotho|basuto,lesotho|basuto
Lesotho,NA,p4n,570,Lesotho,1966-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,lesotho|basuto,lesotho|basuto
Lesotho,NA,p5c,LES,Lesotho,1966-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,lesotho|basuto,lesotho|basuto
Lesotho,NA,p5n,570,Lesotho,1966-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,lesotho|basuto,lesotho|basuto
Lesotho,NA,region,Sub-Saharan Africa,Lesotho,1900-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,lesotho|basuto,lesotho|basuto
Lesotho,NA,region23,Southern Africa,Lesotho,1900-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,lesotho|basuto,lesotho|basuto
Lesotho,NA,un,426,Lesotho,1900-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,lesotho|basuto,lesotho|basuto
Lesotho,NA,un_region_code,2,Lesotho,1900-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,lesotho|basuto,lesotho|basuto
Lesotho,NA,un_regionintermediate_code,18,Lesotho,1900-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,lesotho|basuto,lesotho|basuto
Lesotho,NA,un_regionsub_code,202,Lesotho,1900-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,lesotho|basuto,lesotho|basuto
Lesotho,NA,unhcr,LES,Lesotho,1900-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,lesotho|basuto,lesotho|basuto
Lesotho,NA,unhcr_region,Southern Africa,Lesotho,1900-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,lesotho|basuto,lesotho|basuto
Lesotho,NA,unicode_symbol,🇱🇸,Lesotho,1900-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,lesotho|basuto,lesotho|basuto
Lesotho,NA,unpd,426,Lesotho,1900-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,lesotho|basuto,lesotho|basuto
Lesotho,NA,vdem,85,Lesotho,1900-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,lesotho|basuto,lesotho|basuto
Lesotho,NA,wb,LSO,Lesotho,1900-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,lesotho|basuto,lesotho|basuto
Lesotho,NA,wb_api2c,LS,Lesotho,1900-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,lesotho|basuto,lesotho|basuto
Lesotho,NA,wb_api3c,LSO,Lesotho,1900-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,lesotho|basuto,lesotho|basuto
Lesotho,NA,wvs,426,Lesotho,1900-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,lesotho|basuto,lesotho|basuto
Liberia,NA,icao_region,AFI,Liberia,1821-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,liberia,liberia
Liberia,NA,imf,668,Liberia,1821-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,liberia,liberia
Liberia,NA,ioc,LBR,Liberia,1821-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,liberia,liberia
Liberia,NA,iso2c,LR,Liberia,1821-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,liberia,liberia
Liberia,NA,iso3c,LBR,Liberia,1821-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,liberia,liberia
Liberia,NA,iso3n,430,Liberia,1821-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,liberia,liberia
Liberia,NA,iso4217c,LRD,Liberia,1821-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,liberia,liberia
Liberia,NA,iso4217n,430,Liberia,1821-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,liberia,liberia
Liberia,NA,p4c,LBR,Liberia,1847-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,liberia,liberia
Liberia,NA,p4n,450,Liberia,1847-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,liberia,liberia
Liberia,NA,p5c,LBR,Liberia,1847-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,liberia,liberia
Liberia,NA,p5n,450,Liberia,1847-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,liberia,liberia
Liberia,NA,region,Sub-Saharan Africa,Liberia,1821-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,liberia,liberia
Liberia,NA,region23,Western Africa,Liberia,1821-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,liberia,liberia
Liberia,NA,un,430,Liberia,1821-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,liberia,liberia
Liberia,NA,un_region_code,2,Liberia,1821-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,liberia,liberia
Liberia,NA,un_regionintermediate_code,11,Liberia,1821-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,liberia,liberia
Liberia,NA,un_regionsub_code,202,Liberia,1821-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,liberia,liberia
Liberia,NA,unhcr,LBR,Liberia,1821-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,liberia,liberia
Liberia,NA,unhcr_region,West and Central Africa,Liberia,1821-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,liberia,liberia
Liberia,NA,unicode_symbol,🇱🇷,Liberia,1821-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,liberia,liberia
Liberia,NA,unpd,430,Liberia,1821-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,liberia,liberia
Liberia,NA,vdem,86,Liberia,1821-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,liberia,liberia
Liberia,NA,wb,LBR,Liberia,1821-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,liberia,liberia
Liberia,NA,wb_api2c,LR,Liberia,1821-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,liberia,liberia
Liberia,NA,wb_api3c,LBR,Liberia,1821-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,liberia,liberia
Liberia,NA,wvs,430,Liberia,1821-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,liberia,liberia
Libya,NA,icao_region,MID,Libya,1789-01-01,1834-12-31,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,libya,libya
Libya,NA,icao_region,MID,Libya,1911-01-01,1941-12-31,2,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,libya,libya
Libya,NA,icao_region,MID,Libya,1951-01-01,NA,3,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,libya,libya
Libya,NA,imf,672,Libya,1789-01-01,1834-12-31,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,libya,libya
Libya,NA,imf,672,Libya,1911-01-01,1941-12-31,2,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,libya,libya
Libya,NA,imf,672,Libya,1951-01-01,NA,3,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,libya,libya
Libya,NA,ioc,LBA,Libya,1789-01-01,1834-12-31,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,libya,libya
Libya,NA,ioc,LBA,Libya,1911-01-01,1941-12-31,2,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,libya,libya
Libya,NA,ioc,LBA,Libya,1951-01-01,NA,3,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,libya,libya
Libya,NA,iso2c,LY,Libya,1789-01-01,1834-12-31,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,libya,libya
Libya,NA,iso2c,LY,Libya,1911-01-01,1941-12-31,2,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,libya,libya
Libya,NA,iso2c,LY,Libya,1951-01-01,NA,3,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,libya,libya
Libya,NA,iso3c,LBY,Libya,1789-01-01,1834-12-31,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,libya,libya
Libya,NA,iso3c,LBY,Libya,1911-01-01,1941-12-31,2,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,libya,libya
Libya,NA,iso3c,LBY,Libya,1951-01-01,NA,3,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,libya,libya
Libya,NA,iso3n,434,Libya,1789-01-01,1834-12-31,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,libya,libya
Libya,NA,iso3n,434,Libya,1911-01-01,1941-12-31,2,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,libya,libya
Libya,NA,iso3n,434,Libya,1951-01-01,NA,3,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,libya,libya
Libya,NA,iso4217c,LYD,Libya,1789-01-01,1834-12-31,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,libya,libya
Libya,NA,iso4217c,LYD,Libya,1911-01-01,1941-12-31,2,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,libya,libya
Libya,NA,iso4217c,LYD,Libya,1951-01-01,NA,3,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,libya,libya
Libya,NA,iso4217n,434,Libya,1789-01-01,1834-12-31,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,libya,libya
Libya,NA,iso4217n,434,Libya,1911-01-01,1941-12-31,2,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,libya,libya
Libya,NA,iso4217n,434,Libya,1951-01-01,NA,3,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,libya,libya
Libya,NA,p4c,LIB,Libya,1951-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,libya,libya
Libya,NA,p4n,620,Libya,1951-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,libya,libya
Libya,NA,p5c,LIB,Libya,1951-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,libya,libya
Libya,NA,p5n,620,Libya,1951-01-01,NA,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,libya,libya
Libya,NA,region,Middle East & North Africa,Libya,1789-01-01,1834-12-31,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,libya,libya
Libya,NA,region,Middle East & North Africa,Libya,1911-01-01,1941-12-31,2,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,libya,libya
Libya,NA,region,Middle East & North Africa,Libya,1951-01-01,NA,3,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,libya,libya
Libya,NA,region23,Northern Africa,Libya,1789-01-01,1834-12-31,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,libya,libya
Libya,NA,region23,Northern Africa,Libya,1911-01-01,1941-12-31,2,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,libya,libya
Libya,NA,region23,Northern Africa,Libya,1951-01-01,NA,3,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,libya,libya
Libya,NA,un,434,Libya,1789-01-01,1834-12-31,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,libya,libya
Libya,NA,un,434,Libya,1911-01-01,1941-12-31,2,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,libya,libya
Libya,NA,un,434,Libya,1951-01-01,NA,3,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,libya,libya
Libya,NA,un_region_code,2,Libya,1789-01-01,1834-12-31,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,libya,libya
Libya,NA,un_region_code,2,Libya,1911-01-01,1941-12-31,2,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,libya,libya
Libya,NA,un_region_code,2,Libya,1951-01-01,NA,3,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,libya,libya
Libya,NA,un_regionsub_code,15,Libya,1789-01-01,1834-12-31,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,libya,libya
Libya,NA,un_regionsub_code,15,Libya,1911-01-01,1941-12-31,2,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,libya,libya
Libya,NA,un_regionsub_code,15,Libya,1951-01-01,NA,3,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,libya,libya
Libya,NA,unhcr,LBY,Libya,1789-01-01,1834-12-31,1,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,libya,libya
Libya,NA,unhcr,LBY,Libya,1911-01-01,1941-12-31,2,countrycode package 2025,TRUE,TRUE,TRUE,NA,NA,NA,NA,countrycode,libya,libya
